regression_lookback,regression_timeframe,sl_multiplier,tp_multiplier,min_gap_atr_ratio,gate_mode,band_k,n_trades,n_candidate_bars,pf,total_pnl
20,5min,7.0,10.0,0.45,combined,1.5,0,2368,,0.0
20,5min,7.0,10.0,0.45,combined,2.0,0,899,,0.0
20,5min,7.0,10.0,0.45,combined,2.5,0,248,,0.0
100,15min,3.0,6.0,0.25,combined,2.0,0,77,,0.0
100,15min,3.0,6.0,0.25,combined,2.5,0,42,,0.0
100,15min,3.0,6.0,0.35,position,2.0,0,137,,0.0
100,15min,3.0,6.0,0.35,position,2.5,0,87,,0.0
100,15min,3.0,6.0,0.35,combined,2.0,0,77,,0.0
100,15min,3.0,6.0,0.35,combined,2.5,0,42,,0.0
100,15min,3.0,6.0,0.45,slope,1.5,0,8663,,0.0
100,15min,3.0,6.0,0.45,position,1.5,0,714,,0.0
100,15min,3.0,6.0,0.45,position,2.0,0,137,,0.0
100,15min,3.0,6.0,0.45,position,2.5,0,87,,0.0
100,15min,3.0,6.0,0.45,combined,1.5,0,575,,0.0
100,15min,3.0,6.0,0.45,combined,2.0,0,77,,0.0
100,15min,3.0,6.0,0.45,combined,2.5,0,42,,0.0
100,15min,3.0,8.0,0.25,combined,2.0,0,77,,0.0
100,15min,3.0,8.0,0.25,combined,2.5,0,42,,0.0
100,15min,3.0,8.0,0.35,position,2.0,0,137,,0.0
100,15min,3.0,8.0,0.35,position,2.5,0,87,,0.0
100,15min,3.0,8.0,0.35,combined,2.0,0,77,,0.0
100,15min,3.0,8.0,0.35,combined,2.5,0,42,,0.0
100,15min,3.0,8.0,0.45,slope,1.5,0,8663,,0.0
100,15min,3.0,8.0,0.45,position,1.5,0,714,,0.0
100,15min,3.0,8.0,0.45,position,2.0,0,137,,0.0
100,15min,3.0,8.0,0.45,position,2.5,0,87,,0.0
100,15min,3.0,8.0,0.45,combined,1.5,0,575,,0.0
100,15min,3.0,8.0,0.45,combined,2.0,0,77,,0.0
100,15min,3.0,8.0,0.45,combined,2.5,0,42,,0.0
100,15min,3.0,10.0,0.25,combined,2.0,0,77,,0.0
100,15min,3.0,10.0,0.25,combined,2.5,0,42,,0.0
100,15min,3.0,10.0,0.35,position,2.0,0,137,,0.0
100,15min,3.0,10.0,0.35,position,2.5,0,87,,0.0
100,15min,3.0,10.0,0.35,combined,2.0,0,77,,0.0
100,15min,3.0,10.0,0.35,combined,2.5,0,42,,0.0
100,15min,3.0,10.0,0.45,slope,1.5,0,8663,,0.0
100,15min,3.0,10.0,0.45,position,1.5,0,714,,0.0
100,15min,3.0,10.0,0.45,position,2.0,0,137,,0.0
100,15min,3.0,10.0,0.45,position,2.5,0,87,,0.0
100,15min,3.0,10.0,0.45,combined,1.5,0,575,,0.0
100,15min,3.0,10.0,0.45,combined,2.0,0,77,,0.0
100,15min,3.0,10.0,0.45,combined,2.5,0,42,,0.0
100,15min,5.0,6.0,0.25,combined,2.0,0,77,,0.0
100,15min,5.0,6.0,0.25,combined,2.5,0,42,,0.0
100,15min,5.0,6.0,0.35,position,2.0,0,137,,0.0
100,15min,5.0,6.0,0.35,position,2.5,0,87,,0.0
100,15min,5.0,6.0,0.35,combined,2.0,0,77,,0.0
100,15min,5.0,6.0,0.35,combined,2.5,0,42,,0.0
100,15min,5.0,6.0,0.45,slope,1.5,0,8663,,0.0
100,15min,5.0,6.0,0.45,position,1.5,0,714,,0.0
100,15min,5.0,6.0,0.45,position,2.0,0,137,,0.0
100,15min,5.0,6.0,0.45,position,2.5,0,87,,0.0
100,15min,5.0,6.0,0.45,combined,1.5,0,575,,0.0
100,15min,5.0,6.0,0.45,combined,2.0,0,77,,0.0
100,15min,5.0,6.0,0.45,combined,2.5,0,42,,0.0
100,15min,5.0,8.0,0.25,combined,2.0,0,77,,0.0
100,15min,5.0,8.0,0.25,combined,2.5,0,42,,0.0
100,15min,5.0,8.0,0.35,position,2.0,0,137,,0.0
100,15min,5.0,8.0,0.35,position,2.5,0,87,,0.0
100,15min,5.0,8.0,0.35,combined,2.0,0,77,,0.0
100,15min,5.0,8.0,0.35,combined,2.5,0,42,,0.0
100,15min,5.0,8.0,0.45,slope,1.5,0,8663,,0.0
100,15min,5.0,8.0,0.45,position,1.5,0,714,,0.0
100,15min,5.0,8.0,0.45,position,2.0,0,137,,0.0
100,15min,5.0,8.0,0.45,position,2.5,0,87,,0.0
100,15min,5.0,8.0,0.45,combined,1.5,0,575,,0.0
100,15min,5.0,8.0,0.45,combined,2.0,0,77,,0.0
100,15min,5.0,8.0,0.45,combined,2.5,0,42,,0.0
100,15min,5.0,10.0,0.25,combined,2.0,0,77,,0.0
100,15min,5.0,10.0,0.25,combined,2.5,0,42,,0.0
100,15min,5.0,10.0,0.35,position,2.0,0,137,,0.0
100,15min,5.0,10.0,0.35,position,2.5,0,87,,0.0
100,15min,5.0,10.0,0.35,combined,2.0,0,77,,0.0
100,15min,5.0,10.0,0.35,combined,2.5,0,42,,0.0
100,15min,5.0,10.0,0.45,slope,1.5,0,8663,,0.0
100,15min,5.0,10.0,0.45,position,1.5,0,714,,0.0
100,15min,5.0,10.0,0.45,position,2.0,0,137,,0.0
100,15min,5.0,10.0,0.45,position,2.5,0,87,,0.0
100,15min,5.0,10.0,0.45,combined,1.5,0,575,,0.0
100,15min,5.0,10.0,0.45,combined,2.0,0,77,,0.0
100,15min,5.0,10.0,0.45,combined,2.5,0,42,,0.0
100,15min,7.0,6.0,0.25,combined,2.0,0,77,,0.0
100,15min,7.0,6.0,0.25,combined,2.5,0,42,,0.0
100,15min,7.0,6.0,0.35,position,2.0,0,137,,0.0
100,15min,7.0,6.0,0.35,position,2.5,0,87,,0.0
100,15min,7.0,6.0,0.35,combined,2.0,0,77,,0.0
100,15min,7.0,6.0,0.35,combined,2.5,0,42,,0.0
100,15min,7.0,6.0,0.45,slope,1.5,0,8663,,0.0
100,15min,7.0,6.0,0.45,position,1.5,0,714,,0.0
100,15min,7.0,6.0,0.45,position,2.0,0,137,,0.0
100,15min,7.0,6.0,0.45,position,2.5,0,87,,0.0
100,15min,7.0,6.0,0.45,combined,1.5,0,575,,0.0
100,15min,7.0,6.0,0.45,combined,2.0,0,77,,0.0
100,15min,7.0,6.0,0.45,combined,2.5,0,42,,0.0
100,15min,7.0,8.0,0.25,combined,2.0,0,77,,0.0
100,15min,7.0,8.0,0.25,combined,2.5,0,42,,0.0
100,15min,7.0,8.0,0.35,position,2.0,0,137,,0.0
100,15min,7.0,8.0,0.35,position,2.5,0,87,,0.0
100,15min,7.0,8.0,0.35,combined,2.0,0,77,,0.0
100,15min,7.0,8.0,0.35,combined,2.5,0,42,,0.0
100,15min,7.0,8.0,0.45,slope,1.5,0,8663,,0.0
100,15min,7.0,8.0,0.45,position,1.5,0,714,,0.0
100,15min,7.0,8.0,0.45,position,2.0,0,137,,0.0
100,15min,7.0,8.0,0.45,position,2.5,0,87,,0.0
100,15min,7.0,8.0,0.45,combined,1.5,0,575,,0.0
100,15min,7.0,8.0,0.45,combined,2.0,0,77,,0.0
100,15min,7.0,8.0,0.45,combined,2.5,0,42,,0.0
100,15min,7.0,10.0,0.25,combined,2.0,0,77,,0.0
100,15min,7.0,10.0,0.25,combined,2.5,0,42,,0.0
100,15min,7.0,10.0,0.35,position,2.0,0,137,,0.0
100,15min,7.0,10.0,0.35,position,2.5,0,87,,0.0
100,15min,7.0,10.0,0.35,combined,2.0,0,77,,0.0
100,15min,7.0,10.0,0.35,combined,2.5,0,42,,0.0
100,15min,7.0,10.0,0.45,slope,1.5,0,8663,,0.0
100,15min,7.0,10.0,0.45,position,1.5,0,714,,0.0
100,15min,7.0,10.0,0.45,position,2.0,0,137,,0.0
100,15min,7.0,10.0,0.45,position,2.5,0,87,,0.0
100,15min,7.0,10.0,0.45,combined,1.5,0,575,,0.0
100,15min,7.0,10.0,0.45,combined,2.0,0,77,,0.0
100,15min,7.0,10.0,0.45,combined,2.5,0,42,,0.0
100,5min,3.0,6.0,0.25,combined,2.0,0,260,,0.0
100,5min,3.0,6.0,0.25,combined,2.5,0,110,,0.0
100,5min,3.0,6.0,0.35,combined,2.0,0,260,,0.0
100,5min,3.0,6.0,0.35,combined,2.5,0,110,,0.0
100,5min,3.0,6.0,0.45,slope,1.5,0,10410,,0.0
100,5min,3.0,6.0,0.45,position,1.5,0,1162,,0.0
100,5min,3.0,6.0,0.45,position,2.0,0,664,,0.0
100,5min,3.0,6.0,0.45,position,2.5,0,354,,0.0
100,5min,3.0,6.0,0.45,combined,1.5,0,502,,0.0
100,5min,3.0,6.0,0.45,combined,2.0,0,260,,0.0
100,5min,3.0,6.0,0.45,combined,2.5,0,110,,0.0
100,5min,3.0,8.0,0.25,combined,2.0,0,260,,0.0
100,5min,3.0,8.0,0.25,combined,2.5,0,110,,0.0
100,5min,3.0,8.0,0.35,combined,2.0,0,260,,0.0
100,5min,3.0,8.0,0.35,combined,2.5,0,110,,0.0
100,5min,3.0,8.0,0.45,slope,1.5,0,10410,,0.0
100,5min,3.0,8.0,0.45,position,1.5,0,1162,,0.0
100,5min,3.0,8.0,0.45,position,2.0,0,664,,0.0
100,5min,3.0,8.0,0.45,position,2.5,0,354,,0.0
100,5min,3.0,8.0,0.45,combined,1.5,0,502,,0.0
100,5min,3.0,8.0,0.45,combined,2.0,0,260,,0.0
100,5min,3.0,8.0,0.45,combined,2.5,0,110,,0.0
100,5min,3.0,10.0,0.25,combined,2.0,0,260,,0.0
100,5min,3.0,10.0,0.25,combined,2.5,0,110,,0.0
100,5min,3.0,10.0,0.35,combined,2.0,0,260,,0.0
100,5min,3.0,10.0,0.35,combined,2.5,0,110,,0.0
100,5min,3.0,10.0,0.45,slope,1.5,0,10410,,0.0
100,5min,3.0,10.0,0.45,position,1.5,0,1162,,0.0
100,5min,3.0,10.0,0.45,position,2.0,0,664,,0.0
100,5min,3.0,10.0,0.45,position,2.5,0,354,,0.0
100,5min,3.0,10.0,0.45,combined,1.5,0,502,,0.0
100,5min,3.0,10.0,0.45,combined,2.0,0,260,,0.0
100,5min,3.0,10.0,0.45,combined,2.5,0,110,,0.0
100,5min,5.0,6.0,0.25,combined,2.0,0,260,,0.0
100,5min,5.0,6.0,0.25,combined,2.5,0,110,,0.0
100,5min,5.0,6.0,0.35,combined,2.0,0,260,,0.0
100,5min,5.0,6.0,0.35,combined,2.5,0,110,,0.0
100,5min,5.0,6.0,0.45,slope,1.5,0,10410,,0.0
100,5min,5.0,6.0,0.45,position,1.5,0,1162,,0.0
100,5min,5.0,6.0,0.45,position,2.0,0,664,,0.0
100,5min,5.0,6.0,0.45,position,2.5,0,354,,0.0
100,5min,5.0,6.0,0.45,combined,1.5,0,502,,0.0
100,5min,5.0,6.0,0.45,combined,2.0,0,260,,0.0
100,5min,5.0,6.0,0.45,combined,2.5,0,110,,0.0
100,5min,5.0,8.0,0.25,combined,2.0,0,260,,0.0
100,5min,5.0,8.0,0.25,combined,2.5,0,110,,0.0
100,5min,5.0,8.0,0.35,combined,2.0,0,260,,0.0
100,5min,5.0,8.0,0.35,combined,2.5,0,110,,0.0
100,5min,5.0,8.0,0.45,slope,1.5,0,10410,,0.0
100,5min,5.0,8.0,0.45,position,1.5,0,1162,,0.0
100,5min,5.0,8.0,0.45,position,2.0,0,664,,0.0
100,5min,5.0,8.0,0.45,position,2.5,0,354,,0.0
100,5min,5.0,8.0,0.45,combined,1.5,0,502,,0.0
100,5min,5.0,8.0,0.45,combined,2.0,0,260,,0.0
100,5min,5.0,8.0,0.45,combined,2.5,0,110,,0.0
100,5min,5.0,10.0,0.25,combined,2.0,0,260,,0.0
100,5min,5.0,10.0,0.25,combined,2.5,0,110,,0.0
100,5min,5.0,10.0,0.35,combined,2.0,0,260,,0.0
100,5min,5.0,10.0,0.35,combined,2.5,0,110,,0.0
100,5min,5.0,10.0,0.45,slope,1.5,0,10410,,0.0
100,5min,5.0,10.0,0.45,position,1.5,0,1162,,0.0
100,5min,5.0,10.0,0.45,position,2.0,0,664,,0.0
100,5min,5.0,10.0,0.45,position,2.5,0,354,,0.0
100,5min,5.0,10.0,0.45,combined,1.5,0,502,,0.0
100,5min,5.0,10.0,0.45,combined,2.0,0,260,,0.0
100,5min,5.0,10.0,0.45,combined,2.5,0,110,,0.0
100,5min,7.0,6.0,0.25,combined,2.0,0,260,,0.0
100,5min,7.0,6.0,0.25,combined,2.5,0,110,,0.0
100,5min,7.0,6.0,0.35,combined,2.0,0,260,,0.0
100,5min,7.0,6.0,0.35,combined,2.5,0,110,,0.0
100,5min,7.0,6.0,0.45,slope,1.5,0,10410,,0.0
100,5min,7.0,6.0,0.45,position,1.5,0,1162,,0.0
100,5min,7.0,6.0,0.45,position,2.0,0,664,,0.0
100,5min,7.0,6.0,0.45,position,2.5,0,354,,0.0
100,5min,7.0,6.0,0.45,combined,1.5,0,502,,0.0
100,5min,7.0,6.0,0.45,combined,2.0,0,260,,0.0
100,5min,7.0,6.0,0.45,combined,2.5,0,110,,0.0
100,5min,7.0,8.0,0.25,combined,2.0,0,260,,0.0
100,5min,7.0,8.0,0.25,combined,2.5,0,110,,0.0
100,5min,7.0,8.0,0.35,combined,2.0,0,260,,0.0
100,5min,7.0,8.0,0.35,combined,2.5,0,110,,0.0
100,5min,7.0,8.0,0.45,slope,1.5,0,10410,,0.0
100,5min,7.0,8.0,0.45,position,1.5,0,1162,,0.0
100,5min,7.0,8.0,0.45,position,2.0,0,664,,0.0
100,5min,7.0,8.0,0.45,position,2.5,0,354,,0.0
100,5min,7.0,8.0,0.45,combined,1.5,0,502,,0.0
100,5min,7.0,8.0,0.45,combined,2.0,0,260,,0.0
100,5min,7.0,8.0,0.45,combined,2.5,0,110,,0.0
100,5min,7.0,10.0,0.25,combined,2.0,0,260,,0.0
100,5min,7.0,10.0,0.25,combined,2.5,0,110,,0.0
100,5min,7.0,10.0,0.35,combined,2.0,0,260,,0.0
100,5min,7.0,10.0,0.35,combined,2.5,0,110,,0.0
100,5min,7.0,10.0,0.45,slope,1.5,0,10410,,0.0
100,5min,7.0,10.0,0.45,position,1.5,0,1162,,0.0
100,5min,7.0,10.0,0.45,position,2.0,0,664,,0.0
100,5min,7.0,10.0,0.45,position,2.5,0,354,,0.0
100,5min,7.0,10.0,0.45,combined,1.5,0,502,,0.0
100,5min,7.0,10.0,0.45,combined,2.0,0,260,,0.0
100,5min,7.0,10.0,0.45,combined,2.5,0,110,,0.0
150,15min,3.0,6.0,0.25,combined,2.5,0,25,,0.0
150,15min,3.0,6.0,0.35,position,2.5,0,85,,0.0
150,15min,3.0,6.0,0.35,combined,2.5,0,25,,0.0
150,15min,3.0,6.0,0.45,slope,1.5,0,8621,,0.0
150,15min,3.0,6.0,0.45,position,1.5,0,2389,,0.0
150,15min,3.0,6.0,0.45,position,2.0,0,436,,0.0
150,15min,3.0,6.0,0.45,position,2.5,0,85,,0.0
150,15min,3.0,6.0,0.45,combined,1.5,0,1731,,0.0
150,15min,3.0,6.0,0.45,combined,2.0,0,361,,0.0
150,15min,3.0,6.0,0.45,combined,2.5,0,25,,0.0
150,15min,3.0,8.0,0.25,combined,2.5,0,25,,0.0
150,15min,3.0,8.0,0.35,position,2.5,0,85,,0.0
150,15min,3.0,8.0,0.35,combined,2.5,0,25,,0.0
150,15min,3.0,8.0,0.45,slope,1.5,0,8621,,0.0
150,15min,3.0,8.0,0.45,position,1.5,0,2389,,0.0
150,15min,3.0,8.0,0.45,position,2.0,0,436,,0.0
150,15min,3.0,8.0,0.45,position,2.5,0,85,,0.0
150,15min,3.0,8.0,0.45,combined,1.5,0,1731,,0.0
150,15min,3.0,8.0,0.45,combined,2.0,0,361,,0.0
150,15min,3.0,8.0,0.45,combined,2.5,0,25,,0.0
150,15min,3.0,10.0,0.25,combined,2.5,0,25,,0.0
150,15min,3.0,10.0,0.35,position,2.5,0,85,,0.0
150,15min,3.0,10.0,0.35,combined,2.5,0,25,,0.0
150,15min,3.0,10.0,0.45,slope,1.5,0,8621,,0.0
150,15min,3.0,10.0,0.45,position,1.5,0,2389,,0.0
150,15min,3.0,10.0,0.45,position,2.0,0,436,,0.0
150,15min,3.0,10.0,0.45,position,2.5,0,85,,0.0
150,15min,3.0,10.0,0.45,combined,1.5,0,1731,,0.0
150,15min,3.0,10.0,0.45,combined,2.0,0,361,,0.0
150,15min,3.0,10.0,0.45,combined,2.5,0,25,,0.0
150,15min,5.0,6.0,0.25,combined,2.5,0,25,,0.0
150,15min,5.0,6.0,0.35,position,2.5,0,85,,0.0
150,15min,5.0,6.0,0.35,combined,2.5,0,25,,0.0
150,15min,5.0,6.0,0.45,slope,1.5,0,8621,,0.0
150,15min,5.0,6.0,0.45,position,1.5,0,2389,,0.0
150,15min,5.0,6.0,0.45,position,2.0,0,436,,0.0
150,15min,5.0,6.0,0.45,position,2.5,0,85,,0.0
150,15min,5.0,6.0,0.45,combined,1.5,0,1731,,0.0
150,15min,5.0,6.0,0.45,combined,2.0,0,361,,0.0
150,15min,5.0,6.0,0.45,combined,2.5,0,25,,0.0
150,15min,5.0,8.0,0.25,combined,2.5,0,25,,0.0
150,15min,5.0,8.0,0.35,position,2.5,0,85,,0.0
150,15min,5.0,8.0,0.35,combined,2.5,0,25,,0.0
150,15min,5.0,8.0,0.45,slope,1.5,0,8621,,0.0
150,15min,5.0,8.0,0.45,position,1.5,0,2389,,0.0
150,15min,5.0,8.0,0.45,position,2.0,0,436,,0.0
150,15min,5.0,8.0,0.45,position,2.5,0,85,,0.0
150,15min,5.0,8.0,0.45,combined,1.5,0,1731,,0.0
150,15min,5.0,8.0,0.45,combined,2.0,0,361,,0.0
150,15min,5.0,8.0,0.45,combined,2.5,0,25,,0.0
150,15min,5.0,10.0,0.25,combined,2.5,0,25,,0.0
150,15min,5.0,10.0,0.35,position,2.5,0,85,,0.0
150,15min,5.0,10.0,0.35,combined,2.5,0,25,,0.0
150,15min,5.0,10.0,0.45,slope,1.5,0,8621,,0.0
150,15min,5.0,10.0,0.45,position,1.5,0,2389,,0.0
150,15min,5.0,10.0,0.45,position,2.0,0,436,,0.0
150,15min,5.0,10.0,0.45,position,2.5,0,85,,0.0
150,15min,5.0,10.0,0.45,combined,1.5,0,1731,,0.0
150,15min,5.0,10.0,0.45,combined,2.0,0,361,,0.0
150,15min,5.0,10.0,0.45,combined,2.5,0,25,,0.0
150,15min,7.0,6.0,0.25,combined,2.5,0,25,,0.0
150,15min,7.0,6.0,0.35,position,2.5,0,85,,0.0
150,15min,7.0,6.0,0.35,combined,2.5,0,25,,0.0
150,15min,7.0,6.0,0.45,slope,1.5,0,8621,,0.0
150,15min,7.0,6.0,0.45,position,1.5,0,2389,,0.0
150,15min,7.0,6.0,0.45,position,2.0,0,436,,0.0
150,15min,7.0,6.0,0.45,position,2.5,0,85,,0.0
150,15min,7.0,6.0,0.45,combined,1.5,0,1731,,0.0
150,15min,7.0,6.0,0.45,combined,2.0,0,361,,0.0
150,15min,7.0,6.0,0.45,combined,2.5,0,25,,0.0
150,15min,7.0,8.0,0.25,combined,2.5,0,25,,0.0
150,15min,7.0,8.0,0.35,position,2.5,0,85,,0.0
150,15min,7.0,8.0,0.35,combined,2.5,0,25,,0.0
150,15min,7.0,8.0,0.45,slope,1.5,0,8621,,0.0
150,15min,7.0,8.0,0.45,position,1.5,0,2389,,0.0
150,15min,7.0,8.0,0.45,position,2.0,0,436,,0.0
150,15min,7.0,8.0,0.45,position,2.5,0,85,,0.0
150,15min,7.0,8.0,0.45,combined,1.5,0,1731,,0.0
150,15min,7.0,8.0,0.45,combined,2.0,0,361,,0.0
150,15min,7.0,8.0,0.45,combined,2.5,0,25,,0.0
150,15min,7.0,10.0,0.25,combined,2.5,0,25,,0.0
150,15min,7.0,10.0,0.35,position,2.5,0,85,,0.0
150,15min,7.0,10.0,0.35,combined,2.5,0,25,,0.0
150,15min,7.0,10.0,0.45,slope,1.5,0,8621,,0.0
150,15min,7.0,10.0,0.45,position,1.5,0,2389,,0.0
150,15min,7.0,10.0,0.45,position,2.0,0,436,,0.0
150,15min,7.0,10.0,0.45,position,2.5,0,85,,0.0
150,15min,7.0,10.0,0.45,combined,1.5,0,1731,,0.0
150,15min,7.0,10.0,0.45,combined,2.0,0,361,,0.0
150,15min,7.0,10.0,0.45,combined,2.5,0,25,,0.0
150,5min,3.0,6.0,0.25,combined,2.0,0,164,,0.0
150,5min,3.0,6.0,0.25,combined,2.5,0,124,,0.0
150,5min,3.0,6.0,0.35,combined,2.0,0,164,,0.0
150,5min,3.0,6.0,0.35,combined,2.5,0,124,,0.0
150,5min,3.0,6.0,0.45,slope,1.5,0,7778,,0.0
150,5min,3.0,6.0,0.45,position,1.5,0,1116,,0.0
150,5min,3.0,6.0,0.45,position,2.0,0,488,,0.0
150,5min,3.0,6.0,0.45,position,2.5,0,324,,0.0
150,5min,3.0,6.0,0.45,combined,1.5,0,570,,0.0
150,5min,3.0,6.0,0.45,combined,2.0,0,164,,0.0
150,5min,3.0,6.0,0.45,combined,2.5,0,124,,0.0
150,5min,3.0,8.0,0.25,combined,2.0,0,164,,0.0
150,5min,3.0,8.0,0.25,combined,2.5,0,124,,0.0
150,5min,3.0,8.0,0.35,combined,2.0,0,164,,0.0
150,5min,3.0,8.0,0.35,combined,2.5,0,124,,0.0
150,5min,3.0,8.0,0.45,slope,1.5,0,7778,,0.0
150,5min,3.0,8.0,0.45,position,1.5,0,1116,,0.0
150,5min,3.0,8.0,0.45,position,2.0,0,488,,0.0
150,5min,3.0,8.0,0.45,position,2.5,0,324,,0.0
150,5min,3.0,8.0,0.45,combined,1.5,0,570,,0.0
150,5min,3.0,8.0,0.45,combined,2.0,0,164,,0.0
150,5min,3.0,8.0,0.45,combined,2.5,0,124,,0.0
150,5min,3.0,10.0,0.25,combined,2.0,0,164,,0.0
150,5min,3.0,10.0,0.25,combined,2.5,0,124,,0.0
150,5min,3.0,10.0,0.35,combined,2.0,0,164,,0.0
150,5min,3.0,10.0,0.35,combined,2.5,0,124,,0.0
150,5min,3.0,10.0,0.45,slope,1.5,0,7778,,0.0
150,5min,3.0,10.0,0.45,position,1.5,0,1116,,0.0
150,5min,3.0,10.0,0.45,position,2.0,0,488,,0.0
150,5min,3.0,10.0,0.45,position,2.5,0,324,,0.0
150,5min,3.0,10.0,0.45,combined,1.5,0,570,,0.0
150,5min,3.0,10.0,0.45,combined,2.0,0,164,,0.0
150,5min,3.0,10.0,0.45,combined,2.5,0,124,,0.0
150,5min,5.0,6.0,0.25,combined,2.0,0,164,,0.0
150,5min,5.0,6.0,0.25,combined,2.5,0,124,,0.0
150,5min,5.0,6.0,0.35,combined,2.0,0,164,,0.0
150,5min,5.0,6.0,0.35,combined,2.5,0,124,,0.0
150,5min,5.0,6.0,0.45,slope,1.5,0,7778,,0.0
150,5min,5.0,6.0,0.45,position,1.5,0,1116,,0.0
150,5min,5.0,6.0,0.45,position,2.0,0,488,,0.0
150,5min,5.0,6.0,0.45,position,2.5,0,324,,0.0
150,5min,5.0,6.0,0.45,combined,1.5,0,570,,0.0
150,5min,5.0,6.0,0.45,combined,2.0,0,164,,0.0
150,5min,5.0,6.0,0.45,combined,2.5,0,124,,0.0
150,5min,5.0,8.0,0.25,combined,2.0,0,164,,0.0
150,5min,5.0,8.0,0.25,combined,2.5,0,124,,0.0
150,5min,5.0,8.0,0.35,combined,2.0,0,164,,0.0
150,5min,5.0,8.0,0.35,combined,2.5,0,124,,0.0
150,5min,5.0,8.0,0.45,slope,1.5,0,7778,,0.0
150,5min,5.0,8.0,0.45,position,1.5,0,1116,,0.0
150,5min,5.0,8.0,0.45,position,2.0,0,488,,0.0
150,5min,5.0,8.0,0.45,position,2.5,0,324,,0.0
150,5min,5.0,8.0,0.45,combined,1.5,0,570,,0.0
150,5min,5.0,8.0,0.45,combined,2.0,0,164,,0.0
150,5min,5.0,8.0,0.45,combined,2.5,0,124,,0.0
150,5min,5.0,10.0,0.25,combined,2.0,0,164,,0.0
150,5min,5.0,10.0,0.25,combined,2.5,0,124,,0.0
150,5min,5.0,10.0,0.35,combined,2.0,0,164,,0.0
150,5min,5.0,10.0,0.35,combined,2.5,0,124,,0.0
150,5min,5.0,10.0,0.45,slope,1.5,0,7778,,0.0
150,5min,5.0,10.0,0.45,position,1.5,0,1116,,0.0
150,5min,5.0,10.0,0.45,position,2.0,0,488,,0.0
150,5min,5.0,10.0,0.45,position,2.5,0,324,,0.0
150,5min,5.0,10.0,0.45,combined,1.5,0,570,,0.0
150,5min,5.0,10.0,0.45,combined,2.0,0,164,,0.0
150,5min,5.0,10.0,0.45,combined,2.5,0,124,,0.0
150,5min,7.0,6.0,0.25,combined,2.0,0,164,,0.0
150,5min,7.0,6.0,0.25,combined,2.5,0,124,,0.0
150,5min,7.0,6.0,0.35,combined,2.0,0,164,,0.0
150,5min,7.0,6.0,0.35,combined,2.5,0,124,,0.0
150,5min,7.0,6.0,0.45,slope,1.5,0,7778,,0.0
150,5min,7.0,6.0,0.45,position,1.5,0,1116,,0.0
150,5min,7.0,6.0,0.45,position,2.0,0,488,,0.0
150,5min,7.0,6.0,0.45,position,2.5,0,324,,0.0
150,5min,7.0,6.0,0.45,combined,1.5,0,570,,0.0
150,5min,7.0,6.0,0.45,combined,2.0,0,164,,0.0
150,5min,7.0,6.0,0.45,combined,2.5,0,124,,0.0
150,5min,7.0,8.0,0.25,combined,2.0,0,164,,0.0
150,5min,7.0,8.0,0.25,combined,2.5,0,124,,0.0
150,5min,7.0,8.0,0.35,combined,2.0,0,164,,0.0
150,5min,7.0,8.0,0.35,combined,2.5,0,124,,0.0
150,5min,7.0,8.0,0.45,slope,1.5,0,7778,,0.0
150,5min,7.0,8.0,0.45,position,1.5,0,1116,,0.0
150,5min,7.0,8.0,0.45,position,2.0,0,488,,0.0
150,5min,7.0,8.0,0.45,position,2.5,0,324,,0.0
150,5min,7.0,8.0,0.45,combined,1.5,0,570,,0.0
150,5min,7.0,8.0,0.45,combined,2.0,0,164,,0.0
150,5min,7.0,8.0,0.45,combined,2.5,0,124,,0.0
150,5min,7.0,10.0,0.25,combined,2.0,0,164,,0.0
150,5min,7.0,10.0,0.25,combined,2.5,0,124,,0.0
150,5min,7.0,10.0,0.35,combined,2.0,0,164,,0.0
150,5min,7.0,10.0,0.35,combined,2.5,0,124,,0.0
150,5min,7.0,10.0,0.45,slope,1.5,0,7778,,0.0
150,5min,7.0,10.0,0.45,position,1.5,0,1116,,0.0
150,5min,7.0,10.0,0.45,position,2.0,0,488,,0.0
150,5min,7.0,10.0,0.45,position,2.5,0,324,,0.0
150,5min,7.0,10.0,0.45,combined,1.5,0,570,,0.0
150,5min,7.0,10.0,0.45,combined,2.0,0,164,,0.0
150,5min,7.0,10.0,0.45,combined,2.5,0,124,,0.0
